;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
TRIGMOD_HEADER;Our government reports that we have gained;;;;;;;;;;;;;;
TRIGMODLOST_HEADER;Our government reports that we have lost;;;;;;;;;;;;;;
POLITICS_DECISIONS2;§YYellow§g decisions are generic, §Ggreen§g decisions require a province selector, and §Wwhite§g decisions are historical.;;;;;;;;;;;;;;
revanchism;§WRevanchism;Revanchisme;Revanchismus;;Revanchismo;;;;;;;;;x;
EVTDESC33006;The German population explosion has ended.;;;;;;;;;;;;x
EVTOPTA33006;It couldn't last forever.;;;;;;;;;;;;x
EVTNAME33007;Bismarck's Reforms;;;;;;;;;;;;x
EVTDESC33007;Worried by the growth of the socialist movement, Bismarck instituted the Anti-Socialist Laws in 1878. Socialist organizations and meetings were forbidden - except the SPD, which was allowed to take part in the elections - as was the circulation of socialist literature. Despite these efforts, the socialist movement steadily gained supporters and seats in the Reichstag. Bismarck's strategy in the 1880s was to win the workers over for the conservative regime by implementing social benefits. He added accident and old-age insurance as well as a form of socialized medicine.;;;;;;;;;;;;x
EVTOPTA33007;We will fight socialism with socialism.;;;;;;;;;;;;x
EVTNAME37227;Revanchism;;;;;;;;;;;;x
EVTDESC37227;There is much anger and resentment over the loss of Alsace Lorraine. Men are enlisting in droves for the chance to seek vengeance on our foes.;;;;;;;;;;;;x
EVTOPTA37227;We will reclaim our rightful lands!;;;;;;;;;;;;x
EVTNAME37228;The Third Republic;;;;;;;;;;;;x
EVTDESC37228;Greivances against Napoleon III over his mishandling of the recent war and suppression of his political opponents has reached a boiling point. The National Assembly has voted to overthrow Napoleon and establish a constitutional republic to govern France.;;;;;;;;;;;;x
EVTOPTA37228;Vive la France!;;;;;;;;;;;;x
proclaim_second_empire_title;Proclaim Second French Empire;;;;;;;;;;;;x
proclaim_second_empire_desc;As Louis Napoleon grasped dictatorial power and introduced a harsh constitution he took the next step and held a referendum for the reintroduction of the Empire. Nearly 8 million Frenchmen voted yes and he became French Emperor under the name Napoleon III.;;;;;;;;;;;;x
EVTNAME90810;The Warlord Era;;;;;;;;;;;;x
EVTDESC90810;Resistance against the $CAPITAL$ government has culminated in a breakdown in authority. What began with several of the outlying warlords declaring their independence has ended with the most powerful generals in the Beiyang Army struggling for control. A contest has begun regarding who will control the future of China's destiny, and most are certain it will not be long before the entire nation is engulfed in war.;;;;;;;;;;;;x
EVTOPTA90810;Play as Beiyang China;;;;;;;;;;;;x
EVTOPTB90810;Play as Guangdong Clique;;;;;;;;;;;;x
EVTOPTC90810;Play as Guangxi Clique;;;;;;;;;;;;x
EVTOPTD90810;Play as Yunnan Clique;;;;;;;;;;;;x
EVTOPTE90810;Play as Hunan Clique;;;;;;;;;;;;x
EVTOPTF90810;Play as Anhui Clique;;;;;;;;;;;;x
EVTOPTG90810;Play as Sichuan Clique;;;;;;;;;;;;x
EVTOPTH90810;Play as Ma Clique;;;;;;;;;;;;x
EVTOPTI90810;Play as Shanxi Clique;;;;;;;;;;;;x
EVTNAME90811;Nationalist China;;;;;;;;;;;;x
EVTDESC90811;Now that we control Nanjing, we can declare ourselves to be the true Nationalist Chinese regime and inherit all of their claims.;;;;;;;;;;;;x
EVTOPTA90811;China is ours!;;;;;;;;;;;;x
EVTNAME90812;Beiyang China;;;;;;;;;;;;x
EVTDESC90812;Now that we control Beijing, we can declare ourselves to be the true Chinese regime and inherit all of their claims.;;;;;;;;;;;;x
EVTOPTA90812;China will be ours!;;;;;;;;;;;;x
EVTNAME90813;Move the Capital to Nanjing;;;;;;;;;;;;x
EVTDESC90813;It would be best suited for us to move the capital and new central government to Nanjing.;;;;;;;;;;;;x
EVTOPTA90813;Nanjing will make a fine base of power.;;;;;;;;;;;;x
EVTNAME90814;China United;;;;;;;;;;;;x
EVTDESC90814;With most of China under our control, the other warlords have no choice but to recognize our might and submit to our authority.;;;;;;;;;;;;x
EVTOPTA90814;China is ours!;;;;;;;;;;;;x
EVTNAME90815;China United;;;;;;;;;;;;x
EVTDESC90815;With most of China under the control of one warlord, we have been asked to consider joining the new central government.;;;;;;;;;;;;x
EVTOPTA90815;We surrender.;;;;;;;;;;;;x
EVTOPTB90815;We do not recognize the usurper!;;;;;;;;;;;;x
EVTNAME91501;Deciding a Colonial Policy;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC91501;Now that $COUNTRY$ is a colonial power, it is time to decide a policy of how $COUNTRY_ADJ$ colonial lands will be administered.;;;;;;;;;;;;x
EVT91501OPTA;Our people need more land to settle!;;;;;;;;;;;;x
EVT91501OPTB;We shall rule our colonies through local rulers.;;;;;;;;;;;;x
EVT91501OPTC;It is our burden to bring civilization to these lands.;;;;;;;;;;;;x
EVTNAME91502;Non-Colonial Nation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC91502;Now that $COUNTRY$ is no longer a colonial power, it is time to reform the bureaucracy centered on the $COUNTRY_ADJ$ homeland.;;;;;;;;;;;;x
EVT91502OPTA;Who needs a place in the sun anyways?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
serbian_balkan_liberation_war_title;Liberate Greater Serbia;;;;;;;;;;;;x
serbian_balkan_liberation_war_desc;For too long our people have suffered Ottoman oppression. Let us finish what we started in the Serbian revolution and rid our lands of the Turk once and for all.;;;;;;;;;;;;x
EVTNAME31201;Victory!;;;;;;;;;;;;x
EVTDESC31201;We have defeated the vile Ottoman scum and reclaimed our ancestral lands. Serbia will be great once more!;;;;;;;;;;;;x
EVTOPTA31201;Serbia stronk!;;;;;;;;;;;;x
greek_balkan_liberation_war_title;Liberate Greece;;;;;;;;;;;;x
greek_balkan_liberation_war_desc;For too long our people have suffered Ottoman oppression. Let us finish what we started in the Greek revolution and rid our lands of the Turk once and for all.;;;;;;;;;;;;x
EVTNAME31202;Victory!;;;;;;;;;;;;x
EVTDESC31202;We have defeated the vile Ottoman scum and reclaimed our ancestral lands. Greece will be great once more!;;;;;;;;;;;;x
EVTOPTA31202;Onwards to Constantinople!;;;;;;;;;;;;x
EVTNAME31203;Greek Resurgence;;;;;;;;;;;;x
EVTDESC31203;The Greek diaspora is returning to our lands in droves and the Turks are leaving either voluntarily or by force.;;;;;;;;;;;;x
EVTOPTA31203;Onwards to Constantinople!;;;;;;;;;;;;x
romanian_balkan_liberation_war_title;Form Romania;;;;;;;;;;;;x
romanian_balkan_liberation_war_desc;For too long our people have remained divided and under foreign rule. It is time we proclaimed a united kingdom of Romania!;;;;;;;;;;;;x
illuminati;Bankers;;;;;;;;;;;;;;;;;;;;;;;x
german;German;;;;;;;;;;;;;;;;;;;;;;;x
polish_lithuanian;Polish-Lithuanian;;;;;;;;;;;;;;;;;;;;;;;x
scandi;Scandinavian;;;;;;;;;;;;;;;;;;;;;;;x
wallachian;Wallachian;;;;;;;;;;;;;;;;;;;;;;;x
moldavian;Moldavian;;;;;;;;;;;;;;;;;;;;;;;x
czechoslovakian;Czechoslovakian;;;;;;;;;;;;;;;;;;;;;;;x
yugoslavian;Yugoslavian;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME11104;Nationalism;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC11104;We are but one people!;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA11104;Yes!;;;;;;;;;;;;;;;;;;;;;;;x
admin_counter;Admin Points counter;;;;;;;;;;;;;x
admin_counter_desc;You will receive your annual Admin Points allocation when this counter runs out.;;;;;;;;;;;;;x
liberal_influence;Liberal Influence;;;;;;;;;;;;;x
liberal_influence_desc;Liberal agitators are spreading their ideology among the people;;;;;;;;;;;;;x
socialist_influence;Socialist Influence;;;;;;;;;;;;;x
socialist_influence_desc;Socialist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
communist_influence;Communist Influence;;;;;;;;;;;;;x
communist_influence_desc;Communist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
fascist_influence;Fascist Influence;;;;;;;;;;;;;x
fascist_influence_desc;Fascist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
force_reform;Force Through Reform;;;;;;;;;;;;;x
force_reform_desc;You do not need upper house support to pass reforms as long as this modifier persists. Other requirements must still be met, e.g. you need to have medicine in order to pass trinket healthcare and it cannot be less than 6 months since you last passed a reform.;;;;;;;;;;;;;x
reform_passed;Reform Recently Passed;;;;;;;;;;;;;x
reform_passed_desc;Our government has forced through a reform without the support of the upper house. We will have to wait some time before we can force through another reform. Furthermore, the people will become more militant for some time due to the authoritative actions of the state.;;;;;;;;;;;;;x
bad_boy;Reducing Infamy;;;;;;;;;;;;;x
bad_boy_desc;We are justifying our aggression to the international court;;;;;;;;;;;;;x
immunity_from_influenza;Immunity from Influenza;;;;;;;;;;;;;x
immunity_from_influenza_desc;Prevents Pandemic Influenza from recurring in your country as long as modifier is active.;;;;;;;;;;;;;x
recruitment_drive;Recruitment Drive;;;;;;;;;;;;;x
recruitment_drive_desc;Enlistment campaigns are being held all over the country to attract more men into the army.;;;;;;;;;;;;;x
recruited_leader;Recruited Leader;;;;;;;;;;;;;x
recruited_leader_desc;We have already recruited the best mind our war academies had to offer. We must wait for the next graduating class to complete their training before we can recruit another great commander.;;;;;;;;;;;;;x
suppression;Martial Law;;;;;;;;;;;;;x
suppression_desc;This province is currently under martial law.;;;;;;;;;;;;;x
country_suppression;Martial Law;;;;;;;;;;;;;x
country_suppression_desc;The country is currently under martial law. This negatively impacts POP promotion rate.;;;;;;;;;;;;;x
baby_booming;Baby Booming;;;;;;;;;;;;;x
baby_booming_desc;Baby boom cooldown timer.;;;;;;;;;;;;;x
blood_and_iron;Blood and Iron;;;;;;;;;;;;;x
blood_and_iron_desc;Blood and iron RGO timer.;;;;;;;;;;;;;x
literacy_campaign;Literacy Campaign;;;;;;;;;;;;;x
small_baby_boom;Small Baby Boom;;;;;;;;;;;;;x
agriculture_expansion;Agriculture Expansion;;;;;;;;;;;;;x
mine_expansion;Mine Expansion;;;;;;;;;;;;;x
financial_center;Financial Center;;;;;;;;;;;;;x
switched_production;Switched Production;;;;;;;;;;;;;x
province_attract_immigrants;Immigration Focus;;;;;;;;;;;;;x
unemployment_fix;Unemployment Fix;;;;;;;;;;;;;x
colonial_railroad_nerf1;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf2;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf3;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf4;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf5;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf6;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_farm_nerf1;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_farm_nerf2;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_farm_nerf3;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf1;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf2;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf3;Colonial Tech Nerf;;;;;;;;;;;;;x
global_population_nerf_1900;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1910;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1920;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1930;Global Population Normalization;;;;;;;;;;;;x
balkan_liberation_war;Nationalist Ferver;;;;;;;;;;;;;x
balkan_liberation_war_desc;All resources in the country are being directed to war. The people make do with what little scraps they have in order to feed the army.;;;;;;;;;;;;;x
tsar_of_all_slavs_title;Tsar of all Slavs;;;;;;;;;;;;;x
tsar_of_all_slavs_desc;Ethnic nationalism and political instability within Ottoman held territories are at an all time high. The slavs in the Balkans dream of freedom and they look to us for salvation.;;;;;;;;;;;;;x
ems_ukaz_dispatched;Ems Ukaz Dispatched;;;;;;;;;;;;;x
form_yugoslavia_title;Form Yugoslavia;;;;;;;;;;;;;x
form_yugoslavia_desc;Unite our Slavic brethren!;;;;;;;;;;;;;x
embrace_sudanese_minority_title;Embrace the Sudanese minority;;;;;;;;;;;;;x
embrace_sudanese_minority_desc;It is time to grant equal rights to the Sudanese;;;;;;;;;;;;;x
embrace_bedouin_minority_title;Embrace the Bedouin minority;;;;;;;;;;;;;x
embrace_bedouin_minority_desc;It is time to grant equal rights to the Bedouins;;;;;;;;;;;;;x
embrace_mashriqi_minority_title;Embrace the Mashriqi minority;;;;;;;;;;;;;x
embrace_mashriqi_minority_desc;It is time to grant equal rights to the Mashriqi;;;;;;;;;;;;;x
embrace_misri_minority_title;Embrace the Misri minority;;;;;;;;;;;;;x
embrace_misri_minority_desc;It is time to grant equal rights to the Misri;;;;;;;;;;;;;x
embrace_kurdish_minority_title;Embrace the Kurdish minority;;;;;;;;;;;;;x
embrace_kurdish_minority_desc;It is time to grant equal rights to the Kurds;;;;;;;;;;;;;x
embrace_armenian_minority_title;Embrace the Armenian minority;;;;;;;;;;;;;x
embrace_armenian_minority_desc;It is time to grant equal rights to the Armenians;;;;;;;;;;;;;x
embrace_albanian_minority_title;Embrace the Albanian minority;;;;;;;;;;;;;x
embrace_albanian_minority_desc;It is time to grant equal rights to the Albanians;;;;;;;;;;;;;x
embrace_bosniak_minority_title;Embrace the Bosniak minority;;;;;;;;;;;;;x
embrace_bosniak_minority_desc;It is time to grant equal rights to the Bosniaks;;;;;;;;;;;;;x
embrace_czech_minority_title;Embrace the Czech minority;;;;;;;;;;;;;x
embrace_czech_minority_desc;It is time to grant equal rights to Czechs;;;;;;;;;;;;;x
embrace_polish_minority_title;Embrace the Polish minority;;;;;;;;;;;;;x
embrace_polish_minority_desc;It is time to grant equal rights to Poles;;;;;;;;;;;;;x
embrace_slovene_minority_title;Embrace the Slovene minority;;;;;;;;;;;;;x
embrace_slovene_minority_desc;It is time to grant equal rights to Slovenes;;;;;;;;;;;;;x
embrace_croat_minority_title;Embrace the Croat minority;;;;;;;;;;;;;x
embrace_croat_minority_desc;It is time to grant equal rights to Croats;;;;;;;;;;;;;x
common_army_0;Common Army;;;;;;;;;;;;;x
common_army_0_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_1;Common Army;;;;;;;;;;;;;x
common_army_1_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_2;Common Army;;;;;;;;;;;;;x
common_army_2_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_3;Common Army;;;;;;;;;;;;;x
common_army_3_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get equal status in the empire, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
balkan_size_modifier;Balkan RGO Modifier;;;;;;;;;;;;;x
strategic_rgo;Strategic RGO Modifier;;;;;;;;;;;;;x
minor_strategic_rgo;Strategic RGO Modifier;;;;;;;;;;;;;x
new_world_farm;New World Farm;;;;;;;;;;;;;x
christian_subjugation;Christian Subjugation;;;;;;;;;;;;;x
christian_subjugation_desc;Christians must pay a jizya tax and are subject to conscription into Ottoman armies.;;;;;;;;;;;;;x
end_christian_subjugation_title;End Persecution of Christians;;;;;;;;;;;;;x
end_christian_subjugation_desc;Despite the dissolution of the Janissaries during the Ausipcious Incident in 1826, the continued persecution and enslavement of christians continues. This discrimination must be stamped out in order to create a unified Ottoman state.;;;;;;;;;;;;;x
annex_egypt_title;Annex Egypt;;;;;;;;;;;;;x
annex_egypt_desc;The Egyptian rebels have been crushed and are ready to submit to Ottoman rule once more.;;;;;;;;;;;;;x
oriental_crisis_title;Oriental Crisis;;;;;;;;;;;;;x
oriental_crisis_desc;Muhammad Ali has declared independence from the Sublime Porte and is threatening our holdings in Syria. We must act now if we are to re-establish Ottoman authority in Egypt and the Levant.;;;;;;;;;;;;;x
embraced_ottomanism;Embraced Ottomanism;;;;;;;;;;;;;x
embrace_ottomanism_title;Embrace Ottomanism;;;;;;;;;;;;;x
embrace_ottomanism_desc;One of the early goals of the liberal movement in the 19th century Ottoman Empire was the creation of a new pan Ottoman identity that all cultures and religions could identify with. This decision sets a country flag that grants increased assimilation chance. Assimilation chance is different and more important than assimilation rate.;;;;;;;;;;;;;x
ottomanism;Ottomanism;;;;;;;;;;;;;x
ottomanism_desc;In an effort to reduce ethnic and sectarian strife, all minorities have been decreed Ottoman citizens with equal rights. As long as militancy is kept low, the people should readily adopt their new national identity.;;;;;;;;;;;;;x
form_north_italy_title;Avanti Italia!;;;;;;;;;;;;;x
form_north_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;;;;;;;;;;;;;x
form_south_italy_title;Avanti Italia!;;;;;;;;;;;;;x
form_south_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;;;;;;;;;;;;;x
unite_northern_italy_title;Unite Northern Italy;;;;;;;;;;;;;x
unite_northern_italy_desc;We have driven the Austrians out of Lombardia and are now the preeminent power in northern Italy. The rest of the north Italian kingdoms have agreed to unite under our leadership.;;;;;;;;;;;;;x
embrace_south_italians_title;Embrace south Italians;;;;;;;;;;;;;x
embrace_south_italians_desc;It is time to grant equal rights to the southern Italians.;;;;;;;;;;;;;x
unite_iberia_title;Unite Iberia;;;;;;;;;;;;;x
unite_iberia_desc;The Iberian kingdoms have agreed to unite under our rule.;;;;;;;;;;;;;x
abandon_iberian_union_title;Abandon Iberian Union;;;;;;;;;;;;;x
abandon_iberian_union_desc;Enacting this decision will turn off the Unite Iberia decision and enable the Embrace Filipino minority decision.;;;;;;;;;;;;;x
embrace_filipino_minority_title;Embrace Filipino Minority;;;;;;;;;;;;;x
embrace_filipino_minority_desc;It is time to grant equal rights to the Filipinos.;;;;;;;;;;;;;x
EVTNAMEcommonarmy;Common Army Divided;;;;;;;;;;;;x
EVTDESCcommonarmy;The new equal status conferred to one of our minorities allows them to establish their own national army independent of the Common Army.;;;;;;;;;;;;x
EVTOPTAcommonarmy;A small price to pay.;;;;;;;;;;;;x
EVTNAME31514;Germany for Germans;;;;;;;;;;;;x
EVTDESC31514;One of the main tenants of the newly formed German Confederation is to confer privileged status to ethnic Germans. We will have to abandon our hopes of creating a Danubian Confederation in order to appease our German brothers.;;;;;;;;;;;;x
EVTOPTA31514;Deutschland über alles!;;;;;;;;;;;;x
EVTNAME29900;The First Tractor in $COUNTRY$;Le premier tracteur ?$COUNTRY$;Der erste Traktor in $COUNTRY$;;Primer tractor en $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29900;Mother, mother! Old man Johnson has bought a new machine! It can plough, pull, tear, move, and you can ride on it! He says it's called a 'tractor'!'\n\nThe advent of the tractor in $COUNTRY$ has led to a revolution in local agriculture, with farm output increasing on a scale unfathomable a mere generation ago. Truly, the boons of industry are good unto $COUNTRY$.;Maman, maman ! Le vieux Johnson a achet?une nouvelle machine ! Il peut labourer, tirer, arracher, d?lacer, et vous pouvez m?e monter sur elle ! Il dit que l'on appelle ? un ?racteur?! \n\nL'av?ement du tracteur ?$COUNTRY$ conduit une r?olution dans l'agriculture locale, avec la production agricole qui augmentera ?une ?helle insondable et cela en ?peine une g??ation. En v?it? les faveurs de l'industrie sont bien bonnes envers $COUNTRY$. ;Mutter, oh Mutter! Der alte Johnson hat eine neue Maschine gekauft! Sie kann pfl?en, ziehen, anrei?n und fahren - und man kann sogar darauf sitzen! Er sagt, die Maschine sei ein 'Traktor'!'\n\nDie Einf?rung von Traktoren in $COUNTRY$ hat zu einer Revolution der lokalen Landwirtschaft gef?rt und die landwirtschaftliche Leistung auf ein Niveau gehievt, von dem man vor nur einer Generation nur tr?men konnte. Wahrlich, die G?ter der Industrie sind $COUNTRY$ gn?ig.;;?am? mam? ·ap?Johnson ha comprado una m?uina nueva! ·uede arar, arrastrar, desmenuzar, moverse! .ice que se llama 'tractor'!\nLa llegada del tractor a $COUNTRY$ ha significado una revoluci? en la agricultura local, con un nivel de incremento de la producci? impensable hace tan solo una generaci?. Ciertamente, los beneficios de la industria son un bien para $COUNTRY$.;;;;;;;;;x;;;;
EVTOPTA29900;Truly, 'tis.;C'est certain.;Aber echt!;;Ciertamente, lo son.;;;;;;;;;x;;;;
EVTNAME29901;$COUNTRY$ Electrified!;?ectrification de $COUNTRY$ !;$COUNTRY$ elektrifiziert!;;?lectricidad en $COUNTRY$!;;;;;;;;;x;;;;
EVTDESC29901;Mother, Mother! Have you seen the lights on Main Street? They're putting new lights in the lamp posts! They say that they're powered by 'electricity'!'\n\nElectricity, in the form of street lights, have arrived in $COUNTRY$. This new type of lighting illuminates our cities in ways that have hereto only been dreamt of, increasing the efficiency and productivity of local industry, as well as the local quality of life.;Maman, maman ! Avez-vous vu les lumi?es sur la rue principale ? Ils mettent de nouvelles lumi?es en lampadaires ! Ils disent qu'ils sont aliment? par une chose appel? ?lectricit? ! \n\nL'?ectricit? sous la forme d'?lairage des rues, est arriv? en $COUNTRY$. Ce nouveau type d'?lairage illumine nos villes de fa?n ?pr?entement r?er d'accro?re l'efficacit?et la productivit?des industries locales, ainsi que la qualit?de vie. ;Mutter, oh Mutter! Hast du die Lichter auf der Hauptstra? gesehen? Sie bringen neue Lampen in den Laternenpf?len an! Man sagt, diese w?den von 'Elektrizit?' betrieben!'\n\nDie Elektrizit? hat in Form von Stra?nbeleuchtungen in $COUNTRY$ Einzug gehalten. Diese neue Beleuchtungsart erleuchtet unsere St?te auf eine Art und Weise, von der wir vorher nur tr?men konnten. Dies erh?t die Effizienz und die Produktivit? der lokalen Industrie und die Lebensqualit? der lokalen Bev?kerung.;;?am? mam? ?as visto las luces en la calle mayor? ?st? poniendo luces nuevas en las farolas! .icen que funcionan con 'electricidad'!\n\nLa electricidad , en forma de luz en las calles, ha llegado a $COUNTRY$. Este nuevo tipo de luz ilumina nuestras ciudades de una forma hasta ahora solo so?da, lo que incrementa el rendimiento y la productividad de la industria local, as?como la calidad de vida local.;;;;;;;;;x;;;;
EVTOPTA29901;Brilliant!;Parfait !;Gro?rtig!;;?rillante!;;;;;;;;;x;;;;
EVTNAME29902;Exploding $COUNTRY$;Explosion ?$COUNTRY$;Explosionen in $COUNTRY$;;Explotando $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29902;Mother, Mother! Have you heard the sounds and booms echoing from the mine? They say it's a new type of explosive!'\n\nThe introduction of nitroglycerin, and with it the ability to dig deeper into the mine shafts than ever before, in $COUNTRY$ means that the local mining industry has increased its output several times over.;Maman, maman ! Avez-vous entendu les sons et les booms en ?ho de la mine ? Ils disent que c'est un nouveau type d'explosif ! \n\nL'introduction de la nitroglyc?ine, et avec elle la capacit?de creuser plus profond?ent dans les puits de mine, ?$COUNTRY$, signifie que l'industrie mini?e locale va augmenter de plusieurs fois sa production.;Mutter, oh Mutter! Hast du das Donnern und Wummern aus der Mine geh?t? Sie sagen, das sei eine neue Sprengstoffart!'\n\nDie Einf?rung von Nitroglyzerin und die damit einhergehende M?lichkeit, Minensch?hte tiefer als je zuvor in den Boden zu treiben, hat der lokalen Bergbauindustrie in $COUNTRY$ erm?licht, ihre Leistung um ein Vielfaches zu steigern.;;?am? mam? ?as o?o los sonidos de las explosiones que llegan de la mina? .icen que es un nuevo tipo de explosivo!\n\nLa introducci? de la nitroglicerina, y con ella la capacidad para excavar a m? profundidad que nunca en los pozos mineros, en $COUNTRY$ significa que la industria minera local ha incrementado su producci? en varios enteros.;;;;;;;;;x;;;;
EVTOPTA29902;Kaboom!;Boum !;Bumm!;;?uuuuum!;;;;;;;;;x;;;;
EVTNAME29903;New Store in $COUNTRY$;Nouveau magasin ?$COUNTRY$;Neuer Laden in $COUNTRY$;;Almac? en $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29903;Mother! Mother! They've opened a new store in town!'\n\nThe nineteenth century saw the development of vastly improved channels for the distribution of goods to broader groups of customers. The opening of new, specialized and industrialized retailers was essential in bringing new industrial goods, produced in factories, to consumers. The new store in $COUNTRY$ will increase the efficiency of the local farms, as farmers have to spend less time in travel to and from markets.;M?e ! M?e ! Ils ont ouvert un nouveau magasin en ville ! \nLe XIXe si?le voit le d?eloppement de fili?es am?ior?s pour la distribution des biens ?des franges plus larges de la population. L'ouverture d'enseignes, sp?ialis?s et professionalis?s, pour l'apport de nouveaux produits fabriqu? dans des usines pour les consommateurs. Le nouveau magasin ?$COUNTRY$ augmentera l'efficacit?des exploitations agricoles, les agriculteurs vont passer moins de temps en d?lacement aux foires et autres march?.;Mutter! Mutter! In der Stadt haben sie einen neuen Laden aufgemacht!'\n\nIm neunzehnten Jahrhundert wurden die Vertriebskan?e zur G?erverteilung an breitere Konsumentengruppen stark verbessert. Die Er?fnung neuer, spezialisierter und industrialisierter Einzelhandelsgesch?te war unerl?slich daf?, neue, in Fabriken hergestellte Industrieg?er zum Konsumenten zu bringen. Der neue Laden in $COUNTRY$ wird die Effizienz der lokalen Bauernh?e steigern, da die Bauern nun weniger Zeit f? Fahrten zu den M?kten aufwenden m?sen.;;?am? ?am? ?an abierto un almac? en el pueblo!\nEl siglo diecinueve contempl?el desarrollo de canales ampliamente mejorados para la distribuci? de mercanc?s entre un n?ero mayor de clientes. La apertura de comercios nuevos, especializados e industrializados fue esencial para acercar a los consumidores los nuevos productos industriales producidos en las f?ricas. El nuevo almac? en $COUNTRY$ incrementar?el rendimiento de las granjas, mientras que los agricultores podr? ahorrar tiempo en tener que ir y venir a los mercados.;;;;;;;;;x;;;;
EVTOPTA29903;Excellent!;Parfait !;Hervorragend!;;?xcelente!;;;;;;;;;x;;;;
EVTNAME29904;Mechanized Mining;Extraction mini?e m?anis?;Mechanisierter Bergbau;;Miner? mecanizada;;;;;;;;;x;;;;
EVTDESC29904;Mother! Mother! Father says that they've got new tools in the mine!'\n\nWith the invention of machine tools, mines are slowly being fitted with new and efficient tools to aid the excavation of the slumbering riches below the surface. Mine efficiency and size has been increased in $COUNTRY$ on account of this.;M?e ! M?e ! P?e dit qu'ils ont de nouveaux outils ?la mine ! \n\nAvec l'invention des machines-outils, les mines sont peu ?peu ?uip?s d'appareils nouveaux et efficaces pour aider ?l'excavation des richesses endormies sous la surface. L'efficacit?des mines et leur taille ont ??augment?s en $COUNTRY$, et cela est ?mettre sur le compte de ces nouveaux outils. ;Mutter! Mutter! Vater sagt, dass sie jetzt in der Mine neue Werkzeuge haben!'\n\nDurch die Erfindung von Maschinenwerkzeugen werden die Minen allm?lich mit neuen und effizienten Werkzeugen ausgestattet, die beim Abbau der Reicht?er unterhalb der Erdoberfl?he helfen. Aus diesem Grund hat sich die Bergbaueffizienz und der Bergbauumfang in $COUNTRY$ erh?t.;;?am? ?am? ·ap?dice que tienen herramientas nuevas en la mina!\n\nCon la invenci? de maquinaria, las minas est? siendo dotadas, poco a poco, con herramientas nuevas y de buen rendimiento para ayudar en la excavaci? de las riquezas que yacen bajo la superficie. A causa de ello, el rendimiento y el volumen minero se ha incrementado en $COUNTRY$.;;;;;;;;;x;;;;
EVTOPTA29904;Let us not dig too deep and greedily, though.;Veillons cependant ?ne pas creuser trop profond et ?ne pas nous montrer trop gourmands.;Lasst uns trotzdem nicht zu tief und gierig graben!;;En cualquier caso, que no nos ciegue la avaricia y excavemos m? de la cuenta;;;;;;;;;x;;;;
EVTNAME29905;Artificial Fertilizers;;;;;;;;;;;;;;x;;;;
