cancel_trade_agreements_29_title;§YCancel Trade Agreement;;;;;;;;;;;;;x
cancel_trade_agreements_29_desc;By cancelling our current trade agreement, we are free to enter into a new a trade agreement with another country.;;;;;;;;;;;;;x
cancel_trade_agreements_30_title;§YCancel Trade Agreement;;;;;;;;;;;;;x
cancel_trade_agreements_30_desc;By cancelling our current trade agreement, we are free to enter into a new a trade agreement with another country.;;;;;;;;;;;;;x
EVTNAMEgrantoptions;Grant Options;;;;;;;;;;;;;x
EVTDESCgrantoptions;In order to give player grants or military supplies, select the enable giving aid option. If you wish to automatically deny grants and military supplies, select the deny giving aid option. If you are asking for a money grant or military supplies, select the type of aid you wish to receive. Note that if you wish to give military supplies to another player, you must manually set your stockpile to buy >500 or >2500 of the good you wish to send, as those are the only two numbers available to request.;;;;;;;;;;;;;x
EVTNAMErequestgrant;Request Grant;;;;;;;;;;;;;x
EVTDESCrequestgrant;Choose an amount you want to apply for.;;;;;;;;;;;;;x
Ask_0.1M_Grant;Ask for 100,000;;;;;;;;;;;;;x
Ask_0.25M_Grant;Ask for 250,000;;;;;;;;;;;;;x
Ask_0.5M_Grant;Ask for 500,000;;;;;;;;;;;;;x
Ask_1M_Grant;Ask for 1,000,000;;;;;;;;;;;;;x
EVTNAMEgivegrant;Grant Requested;;;;;;;;;;;;;x
EVTDESCgivegrant;Another nation has come to us to ask for a grant. Shall we give it to them?;;;;;;;;;;;;;x
Give_0.1M_Grant;Give them 100,000.;;;;;;;;;;;;;x
Give_0.25M_Grant;Give them 250,000.;;;;;;;;;;;;;x
Give_0.5M_Grant;Give them 500,000.;;;;;;;;;;;;;x
Give_1M_Grant;Give them 1,000,000.;;;;;;;;;;;;;x
Give_No_Grant;No.;;;;;;;;;;;;;x
EVTNAMErequestsupplies;Request Supplies;;;;;;;;;;;;;x
EVTDESCrequestsupplies;Choose an amount you wish to ask for.;;;;;;;;;;;;;x
EVTNAMEgivesupplies;Military Supplies Requested;;;;;;;;;;;;;x
EVTDESCgivesupplies;Another nation has come to us to ask for military supplies. Shall we give it to them?;;;;;;;;;;;;;x
Ask_500_Ammunition;Ask for 500 units of Ammunition.;;;;;;;;;;;;;x
Ask_2500_Ammunition;Ask for 2500 units of Ammunition.;;;;;;;;;;;;;x
Give_500_Ammunition;Give them 500 units of Ammunition.;;;;;;;;;;;;;x
Give_2500_Ammunition;Give them 2500 units of Ammunition.;;;;;;;;;;;;;x
Ask_500_Artillery;Ask for 500 units of Artillery.;;;;;;;;;;;;;x
Ask_2500_Artillery;Ask for 2500 units of Artillery.;;;;;;;;;;;;;x
Give_500_Artillery;Give them 500 units of Artillery.;;;;;;;;;;;;;x
Give_2500_Artillery;Give them 2500 units of Artillery.;;;;;;;;;;;;;x
Ask_500_Canned_Food;Ask for 500 units of Canned Food.;;;;;;;;;;;;;x
Ask_2500_Canned_Food;Ask for 2500 units of Canned Food.;;;;;;;;;;;;;x
Give_500_Canned_Food;Give them 500 units of Canned Food.;;;;;;;;;;;;;x
Give_2500_Canned_Food;Give them 2500 units of Canned Food.;;;;;;;;;;;;;x
Ask_500_Small_Arms;Ask for 500 units of Small Arms.;;;;;;;;;;;;;x
Ask_2500_Small_Arms;Ask for 2500 units of Small Arms.;;;;;;;;;;;;;x
Give_500_Small_Arms;Give them 500 units of Small Arms.;;;;;;;;;;;;;x
Give_2500_Small_Arms;Give them 2500 units of Small Arms.;;;;;;;;;;;;;x
cannot_pass_reform;Cannot Pass Reform;;;;;;;;;;;;x
cannot_pass_reform_desc;Our upper house has fallen into gridlock and no reforms can be passed in the near future.;;;;;;;;;;;;x
EVTNAME91314;Upper House Reconciled;;;;;;;;;;;;;x
EVTDESC91314;The gridlock that was preventing our upper house from assembling has been resolved. We can now pass reforms normally.;;;;;;;;;;;;;x
EVTOPTA91314;Thank heavens.;;;;;;;;;;;;;x
EVTNAME91315;Democratic Upper House;;;;;;;;;;;;;x
EVTDESC91315;Democratic governments get a 25% bonus to conservative, liberal, and socialist upper house support when passing reforms.;;;;;;;;;;;;;x
EVTOPTA91315;By the people, for the people.;;;;;;;;;;;;;x
EVTNAME91316;End of Democratic Upper House;;;;;;;;;;;;;x
EVTDESC91316;Non democratic governments lose the 25% bonus to conservative, liberal, and socialist upper house support when passing reforms.;;;;;;;;;;;;;x
EVTOPTA91316;OK.;;;;;;;;;;;;;x
zcreate_supply_depot_title;§GCreate Supply Depot;;;;;;;;;;;;;x
zcreate_supply_depot_desc;A province with a supply depot will reduce attrition to 0 regardless of supply cap and should be used as a rallying point for mobilized troops. You can only have one supply depot at a time, it must not be overseas, and if a battle occurs in a province with a supply depot or the province is occupied by an enemy army it will be destroyed.;;;;;;;;;;;;;x
zdismantle_supply_depot_title;§RDismantle Supply Depot;;;;;;;;;;;;;x
zdismantle_supply_depot_desc;Removes the Supply Depot modifier from all provinces.;;;;;;;;;;;;;x
supply_depot;Supply Depot;;;;;;;;;;;;;x
supply_depot_destroyed;Supply Depot Recently Destroyed;;;;;;;;;;;;;x
supply_depot_destroyed_desc;We require time to procure new supplies before we can build another supply depot.;;;;;;;;;;;;;x
EVTNAME91320;Supply Depot Destroyed;;;;;;;;;;;;;x
EVTDESC91320;Our supply depot in $PROVINCENAME$ has been destroyed in the recent fighting.;;;;;;;;;;;;;x
EVTOPTA91320;Damn!;;;;;;;;;;;;;x
zscorch_earth_title;§GScorch Earth;;;;;;;;;;;;;x
zscorch_earth_desc;Add the Scorched Earth modifier to every province in a selected state. The Scorched Earth modifier lowers supply limits, increases max attrition, reduces local RGO and factory throughput by 100%, destroys all local railroads, and lasts for either 1 year or until you are no longer at war.;;;;;;;;;;;;;x
scorched_earth_10;Scorched Earth;;;;;;;;;;;;;x
scorched_earth_8;Scorched Earth;;;;;;;;;;;;;x
scorched_earth_6;Scorched Earth;;;;;;;;;;;;;x
scorched_earth_2;Scorched Earth;;;;;;;;;;;;;x
scorched_earth_1;Scorched Earth;;;;;;;;;;;;;x
scorched_earth_0;Scorched Earth;;;;;;;;;;;;;x
earth_scorched;Earth Scorched;;;;;;;;;;;;;x
earth_scorched_desc;We have recently scorched our own land and must wait awhile before doing it again.;;;;;;;;;;;;;x
zcountry_pass_reform_title;§YPass Reform;;;;;;;;;x;;;;
zcountry_pass_reform_desc;Lets you pass any reform without the support of the upper house and gives the reform passed modifier for several years. You must still meet other requirements listed in the reform, e.g. you must have medicine in order to enact trinket healthcare and it cannot be less than 6 months since you passed another reform. The passed modifier gives negative tax efficiency and increased militancy.;;;;;;;;;x;;;;
zcountry_increase_healthcare_title;Enact Healthcare Reform;;;;;;;;;x;;;;
zcountry_increase_healthcare_desc;Raises your healthcare reform by one level and gives the reform passed modifier for several years. This modifier gives negative tax efficiency and increased militancy.;;;;;;;;;x;;;;
zcountry_increase_conscription_title;Increase Draft Laws;;;;;;;;;x;;;;
zcountry_increase_conscription_desc;Raises your draft law by one level and gives the reactionary surge modifier for several years. This modifier gives negative tax efficiency, increased militancy, and pushes your POPs to become more reactionary. If your government type is a fascist or communist dictatorship, or you are currently involved in a great war, the draft law will skip to service by requirement.;;;;;;;;;x;;;;
zcountry_suppression_title;§YMartial Law;;;;;;;;;x;;;;
zcountry_suppression_desc;Add or remove the martial law modifier which gives -0.07 militancy/consciousness, -0.05% tax efficiency, and a debuff to POP promotion.;;;;;;;;;x;;;;
zcountry_decrease_rnd_title;§YDecrease Research and Development;;;;;;;;;x;;;;
zcountry_decrease_rnd_desc;Lowers current R&D to the lowest level.;;;;;;;;;x;;;;
zcountry_increase_rnd_title;§YIncrease Research and Development;;;;;;;;;x;;;;
zcountry_increase_rnd_desc;Raises current R&D to the highest level.;;;;;;;;;x;;;;
martial_law;Martial Law;;;;;;;;;x;;;;
zcountry_liberal_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_liberal_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_anarcho_liberal_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_anarcho_liberal_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_socialist_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_socialist_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_communist_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_communist_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_fascist_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_fascist_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zstate_literacy_campaign_title;§GLiteracy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_desc;Increases the literacy of the selected state at the cost of 100,000 pounds per every 100k population in the state rounded up. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. Can only use once on the same state every 15 years.;;;;;;;;;x;;;;
zstate_literacy_campaign_100k_title;§G0-100k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_100k_desc;Costs 100,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_200k_title;§G100k-200k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_200k_desc;Costs 200,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_300k_title;§G200k-300k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_300k_desc;Costs 300,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_400k_title;§G300k-400k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_400k_desc;Costs 400,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_500k_title;§G400k-500k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_500k_desc;Costs 500,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_600k_title;§G500k-600k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_600k_desc;Costs 600,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_700k_title;§G600k-700k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_700k_desc;Costs 700,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_800k_title;§G700k-800k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_800k_desc;Costs 800,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_900k_title;§G800k-900k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_900k_desc;Costs 900,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1M_title;§G900k-1M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1M_desc;Costs 1,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.2M_title;§G1M-1.2M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.2M_desc;Costs 1,200,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.4M_title;§G1.2M-1.4M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.4M_desc;Costs 1,400,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.6M_title;§G1.4M-1.6M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.6M_desc;Costs 1,600,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.8M_title;§G1.6M-1.8M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.8M_desc;Costs 1,800,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_2M_title;§G1.8M-2M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_2M_desc;Costs 2,000,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state..;;;;;;;;;x;;;;
zstate_literacy_campaign_2.5M_title;§G2M-2.5M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_2.5M_desc;Costs 2,500,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_3M_title;§G2.5M-3M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_3M_desc;Costs 3,000,000 pounds to increase the literacy of POPs in the selected state based on a sliding scale. <20% literacy POPs will get a 10% boost, 20-40% get 8%, 40-60% get 6%, 60-80% get 4%, 80%+ get 2%. adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_3M+_title;§G3M+ State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_3M+_desc;Costs 4,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
state_assimilation_title;State Scope: Assimilation;;;;;;;;;x;;;;
state_assimilation_desc;Adds a 300% assimilation rate bonus to the given state for 10 years. Cannot use on colonial states. Assimilation rate and assimilation chance are different variables, if a POPs assimilation chance is 0 it will not assimilate. Hover your mouse over the nationality of a POP in the population tab to see its individual assimilation chance.;;;;;;;;;x;;;;
state_suppression_title;State Scope: Suppression;;;;;;;;;x;;;;
state_suppression_desc;Gives a -0.15 MIL and CON modifier to the selected state for 10 years. You will receive a rebate of 900, 850, 800, and 700 AP for states with <100K, <300k, <1M, and >1M POPs respectively.;;;;;;;;;x;;;;
zprovince_migration_title;§GMigration Attraction;;;;;;;;;x;;;;
zprovince_migration_desc;Gives a large bonus to migration to the targeted province. This decision does not increase the chance of receiving immigrants from other countries, it only redirects them to the targetted province. If a province has more than 5% RGO unemployment then the modifier will stop working and should be reset.;;;;;;;;;x;;;;
